created_at,entry_id,field1
2021-06-09 16:57:30 UTC,576,20
2021-06-09 16:57:52 UTC,577,20
2021-06-09 16:58:14 UTC,578,20
2021-06-09 16:58:37 UTC,579,20
2021-06-09 16:59:00 UTC,580,20
2021-06-09 16:59:27 UTC,581,20
2021-06-09 16:59:50 UTC,582,20
2021-06-09 17:00:12 UTC,583,20
2021-06-09 17:00:34 UTC,584,20
2021-06-09 17:00:57 UTC,585,20
2021-06-09 17:01:19 UTC,586,20
2021-06-09 17:01:41 UTC,587,20
2021-06-09 17:02:04 UTC,588,20
2021-06-09 17:02:26 UTC,589,20
2021-06-09 17:03:14 UTC,590,20
2021-06-09 17:03:36 UTC,591,20
2021-06-09 17:06:48 UTC,592,20
2021-06-09 17:07:11 UTC,593,20
2021-06-09 17:07:34 UTC,594,20
2021-06-09 17:07:56 UTC,595,20
2021-06-09 17:08:18 UTC,596,20
2021-06-09 17:08:41 UTC,597,20
2021-06-09 17:09:03 UTC,598,20
2021-06-09 17:09:25 UTC,599,20
2021-06-09 17:09:48 UTC,600,20
2021-06-09 17:10:10 UTC,601,20
2021-06-09 17:10:32 UTC,602,20
2021-06-09 17:10:54 UTC,603,20
2021-06-09 17:11:17 UTC,604,20
2021-06-09 17:12:14 UTC,605,20
2021-06-09 17:12:36 UTC,606,20
2021-06-09 17:12:59 UTC,607,20
2021-06-09 17:13:21 UTC,608,20
2021-06-09 17:13:43 UTC,609,20
2021-06-09 17:14:37 UTC,610,20
2021-06-09 17:14:59 UTC,611,20
2021-06-09 17:15:22 UTC,612,20
2021-06-09 17:15:44 UTC,613,20
2021-06-09 17:16:07 UTC,614,20
2021-06-09 17:16:29 UTC,615,20
2021-06-09 17:16:52 UTC,616,20
2021-06-09 17:20:07 UTC,617,20
2021-06-09 17:20:30 UTC,618,20
2021-06-09 17:20:52 UTC,619,20
2021-06-09 17:21:14 UTC,620,20
2021-06-09 17:21:37 UTC,621,20
2021-06-09 17:21:59 UTC,622,20
2021-06-09 17:22:21 UTC,623,20
2021-06-09 17:22:44 UTC,624,20
2021-06-09 17:23:06 UTC,625,20
2021-06-09 17:23:28 UTC,626,20
2021-06-09 17:23:50 UTC,627,20
2021-06-09 17:24:30 UTC,628,20
2021-06-09 17:24:52 UTC,629,20
2021-06-09 17:25:14 UTC,630,20
2021-06-09 17:25:36 UTC,631,20
2021-06-09 17:25:59 UTC,632,20
2021-06-09 17:26:44 UTC,633,20
2021-06-09 17:27:06 UTC,634,20
2021-06-09 17:27:28 UTC,635,20
2021-06-09 17:27:51 UTC,636,20
2021-06-09 17:28:13 UTC,637,20
2021-06-09 17:28:36 UTC,638,20
2021-06-09 17:28:58 UTC,639,20
2021-06-09 17:29:21 UTC,640,20
2021-06-09 17:29:43 UTC,641,20
2021-06-09 17:30:05 UTC,642,20
2021-06-09 17:30:27 UTC,643,20
2021-06-09 17:31:08 UTC,644,20
2021-06-09 17:31:30 UTC,645,20
2021-06-09 17:31:53 UTC,646,20
2021-06-09 17:38:02 UTC,647,20
2021-06-09 17:38:24 UTC,648,20
2021-06-09 17:38:47 UTC,649,20
created_at,entry_id,field1
2021-06-09 16:17:56 UTC,550,20
2021-06-09 16:18:19 UTC,551,20
2021-06-09 16:18:41 UTC,552,20
2021-06-09 16:29:34 UTC,553,20
2021-06-09 16:29:56 UTC,554,20
2021-06-09 16:30:18 UTC,555,20
2021-06-09 16:30:40 UTC,556,20
2021-06-09 16:31:03 UTC,557,20
2021-06-09 16:32:25 UTC,558,20
2021-06-09 16:32:48 UTC,559,20
2021-06-09 16:33:38 UTC,560,20
2021-06-09 16:34:00 UTC,561,20
2021-06-09 16:34:22 UTC,562,20
2021-06-09 16:34:44 UTC,563,20
2021-06-09 16:35:24 UTC,564,20
2021-06-09 16:36:59 UTC,565,20
2021-06-09 16:38:48 UTC,566,20
2021-06-09 16:39:10 UTC,567,20
2021-06-09 16:40:40 UTC,568,20
2021-06-09 16:41:03 UTC,569,20
2021-06-09 16:46:11 UTC,570,20
2021-06-09 16:46:33 UTC,571,20
2021-06-09 16:51:47 UTC,572,20
2021-06-09 16:56:23 UTC,573,20
2021-06-09 16:56:45 UTC,574,20
2021-06-09 16:57:08 UTC,575,20
2021-06-09 16:57:30 UTC,576,20
2021-06-09 16:57:52 UTC,577,20
2021-06-09 16:58:14 UTC,578,20
2021-06-09 16:58:37 UTC,579,20
2021-06-09 16:59:00 UTC,580,20
2021-06-09 16:59:27 UTC,581,20
2021-06-09 16:59:50 UTC,582,20
2021-06-09 17:00:12 UTC,583,20
2021-06-09 17:00:34 UTC,584,20
2021-06-09 17:00:57 UTC,585,20
2021-06-09 17:01:19 UTC,586,20
2021-06-09 17:01:41 UTC,587,20
2021-06-09 17:02:04 UTC,588,20
2021-06-09 17:02:26 UTC,589,20
2021-06-09 17:03:14 UTC,590,20
2021-06-09 17:03:36 UTC,591,20
2021-06-09 17:06:48 UTC,592,20
2021-06-09 17:07:11 UTC,593,20
2021-06-09 17:07:34 UTC,594,20
2021-06-09 17:07:56 UTC,595,20
2021-06-09 17:08:18 UTC,596,20
2021-06-09 17:08:41 UTC,597,20
2021-06-09 17:09:03 UTC,598,20
2021-06-09 17:09:25 UTC,599,20
2021-06-09 17:09:48 UTC,600,20
2021-06-09 17:10:10 UTC,601,20
2021-06-09 17:10:32 UTC,602,20
2021-06-09 17:10:54 UTC,603,20
2021-06-09 17:11:17 UTC,604,20
2021-06-09 17:12:14 UTC,605,20
2021-06-09 17:12:36 UTC,606,20
2021-06-09 17:12:59 UTC,607,20
2021-06-09 17:13:21 UTC,608,20
2021-06-09 17:13:43 UTC,609,20
2021-06-09 17:14:37 UTC,610,20
2021-06-09 17:14:59 UTC,611,20
2021-06-09 17:15:22 UTC,612,20
2021-06-09 17:15:44 UTC,613,20
2021-06-09 17:16:07 UTC,614,20
2021-06-09 17:16:29 UTC,615,20
2021-06-09 17:16:52 UTC,616,20
2021-06-09 17:20:07 UTC,617,20
2021-06-09 17:20:30 UTC,618,20
2021-06-09 17:20:52 UTC,619,20
2021-06-09 17:21:14 UTC,620,20
2021-06-09 17:21:37 UTC,621,20
2021-06-09 17:21:59 UTC,622,20
2021-06-09 17:22:21 UTC,623,20
2021-06-09 17:22:44 UTC,624,20
2021-06-09 17:23:06 UTC,625,20
2021-06-09 17:23:28 UTC,626,20
2021-06-09 17:23:50 UTC,627,20
2021-06-09 17:24:30 UTC,628,20
2021-06-09 17:24:52 UTC,629,20
2021-06-09 17:25:14 UTC,630,20
2021-06-09 17:25:36 UTC,631,20
2021-06-09 17:25:59 UTC,632,20
2021-06-09 17:26:44 UTC,633,20
2021-06-09 17:27:06 UTC,634,20
2021-06-09 17:27:28 UTC,635,20
2021-06-09 17:27:51 UTC,636,20
2021-06-09 17:28:13 UTC,637,20
2021-06-09 17:28:36 UTC,638,20
2021-06-09 17:28:58 UTC,639,20
2021-06-09 17:29:21 UTC,640,20
2021-06-09 17:29:43 UTC,641,20
2021-06-09 17:30:05 UTC,642,20
2021-06-09 17:30:27 UTC,643,20
2021-06-09 17:31:08 UTC,644,20
2021-06-09 17:31:30 UTC,645,20
2021-06-09 17:31:53 UTC,646,20
2021-06-09 17:38:02 UTC,647,20
2021-06-09 17:38:24 UTC,648,20
2021-06-09 17:38:47 UTC,649,20
created_at,entry_id,field1
2021-06-09 16:17:56 UTC,550,20
2021-06-09 16:18:19 UTC,551,20
2021-06-09 16:18:41 UTC,552,20
2021-06-09 16:29:34 UTC,553,20
2021-06-09 16:29:56 UTC,554,20
2021-06-09 16:30:18 UTC,555,20
2021-06-09 16:30:40 UTC,556,20
2021-06-09 16:31:03 UTC,557,20
2021-06-09 16:32:25 UTC,558,20
2021-06-09 16:32:48 UTC,559,20
2021-06-09 16:33:38 UTC,560,20
2021-06-09 16:34:00 UTC,561,20
2021-06-09 16:34:22 UTC,562,20
2021-06-09 16:34:44 UTC,563,20
2021-06-09 16:35:24 UTC,564,20
2021-06-09 16:36:59 UTC,565,20
2021-06-09 16:38:48 UTC,566,20
2021-06-09 16:39:10 UTC,567,20
2021-06-09 16:40:40 UTC,568,20
2021-06-09 16:41:03 UTC,569,20
2021-06-09 16:46:11 UTC,570,20
2021-06-09 16:46:33 UTC,571,20
2021-06-09 16:51:47 UTC,572,20
2021-06-09 16:56:23 UTC,573,20
2021-06-09 16:56:45 UTC,574,20
2021-06-09 16:57:08 UTC,575,20
2021-06-09 16:57:30 UTC,576,20
2021-06-09 16:57:52 UTC,577,20
2021-06-09 16:58:14 UTC,578,20
2021-06-09 16:58:37 UTC,579,20
2021-06-09 16:59:00 UTC,580,20
2021-06-09 16:59:27 UTC,581,20
2021-06-09 16:59:50 UTC,582,20
2021-06-09 17:00:12 UTC,583,20
2021-06-09 17:00:34 UTC,584,20
2021-06-09 17:00:57 UTC,585,20
2021-06-09 17:01:19 UTC,586,20
2021-06-09 17:01:41 UTC,587,20
2021-06-09 17:02:04 UTC,588,20
2021-06-09 17:02:26 UTC,589,20
2021-06-09 17:03:14 UTC,590,20
2021-06-09 17:03:36 UTC,591,20
2021-06-09 17:06:48 UTC,592,20
2021-06-09 17:07:11 UTC,593,20
2021-06-09 17:07:34 UTC,594,20
2021-06-09 17:07:56 UTC,595,20
2021-06-09 17:08:18 UTC,596,20
2021-06-09 17:08:41 UTC,597,20
2021-06-09 17:09:03 UTC,598,20
2021-06-09 17:09:25 UTC,599,20
2021-06-09 17:09:48 UTC,600,20
2021-06-09 17:10:10 UTC,601,20
2021-06-09 17:10:32 UTC,602,20
2021-06-09 17:10:54 UTC,603,20
2021-06-09 17:11:17 UTC,604,20
2021-06-09 17:12:14 UTC,605,20
2021-06-09 17:12:36 UTC,606,20
2021-06-09 17:12:59 UTC,607,20
2021-06-09 17:13:21 UTC,608,20
2021-06-09 17:13:43 UTC,609,20
2021-06-09 17:14:37 UTC,610,20
2021-06-09 17:14:59 UTC,611,20
2021-06-09 17:15:22 UTC,612,20
2021-06-09 17:15:44 UTC,613,20
2021-06-09 17:16:07 UTC,614,20
2021-06-09 17:16:29 UTC,615,20
2021-06-09 17:16:52 UTC,616,20
2021-06-09 17:20:07 UTC,617,20
2021-06-09 17:20:30 UTC,618,20
2021-06-09 17:20:52 UTC,619,20
2021-06-09 17:21:14 UTC,620,20
2021-06-09 17:21:37 UTC,621,20
2021-06-09 17:21:59 UTC,622,20
2021-06-09 17:22:21 UTC,623,20
2021-06-09 17:22:44 UTC,624,20
2021-06-09 17:23:06 UTC,625,20
2021-06-09 17:23:28 UTC,626,20
2021-06-09 17:23:50 UTC,627,20
2021-06-09 17:24:30 UTC,628,20
2021-06-09 17:24:52 UTC,629,20
2021-06-09 17:25:14 UTC,630,20
2021-06-09 17:25:36 UTC,631,20
2021-06-09 17:25:59 UTC,632,20
2021-06-09 17:26:44 UTC,633,20
2021-06-09 17:27:06 UTC,634,20
2021-06-09 17:27:28 UTC,635,20
2021-06-09 17:27:51 UTC,636,20
2021-06-09 17:28:13 UTC,637,20
2021-06-09 17:28:36 UTC,638,20
2021-06-09 17:28:58 UTC,639,20
2021-06-09 17:29:21 UTC,640,20
2021-06-09 17:29:43 UTC,641,20
2021-06-09 17:30:05 UTC,642,20
2021-06-09 17:30:27 UTC,643,20
2021-06-09 17:31:08 UTC,644,20
2021-06-09 17:31:30 UTC,645,20
2021-06-09 17:31:53 UTC,646,20
2021-06-09 17:38:02 UTC,647,20
2021-06-09 17:38:24 UTC,648,20
2021-06-09 17:38:47 UTC,649,20
created_at,entry_id,field1
2021-06-09 16:17:56 UTC,550,20
2021-06-09 16:18:19 UTC,551,20
2021-06-09 16:18:41 UTC,552,20
2021-06-09 16:29:34 UTC,553,20
2021-06-09 16:29:56 UTC,554,20
2021-06-09 16:30:18 UTC,555,20
2021-06-09 16:30:40 UTC,556,20
2021-06-09 16:31:03 UTC,557,20
2021-06-09 16:32:25 UTC,558,20
2021-06-09 16:32:48 UTC,559,20
2021-06-09 16:33:38 UTC,560,20
2021-06-09 16:34:00 UTC,561,20
2021-06-09 16:34:22 UTC,562,20
2021-06-09 16:34:44 UTC,563,20
2021-06-09 16:35:24 UTC,564,20
2021-06-09 16:36:59 UTC,565,20
2021-06-09 16:38:48 UTC,566,20
2021-06-09 16:39:10 UTC,567,20
2021-06-09 16:40:40 UTC,568,20
2021-06-09 16:41:03 UTC,569,20
2021-06-09 16:46:11 UTC,570,20
2021-06-09 16:46:33 UTC,571,20
2021-06-09 16:51:47 UTC,572,20
2021-06-09 16:56:23 UTC,573,20
2021-06-09 16:56:45 UTC,574,20
2021-06-09 16:57:08 UTC,575,20
2021-06-09 16:57:30 UTC,576,20
2021-06-09 16:57:52 UTC,577,20
2021-06-09 16:58:14 UTC,578,20
2021-06-09 16:58:37 UTC,579,20
2021-06-09 16:59:00 UTC,580,20
2021-06-09 16:59:27 UTC,581,20
2021-06-09 16:59:50 UTC,582,20
2021-06-09 17:00:12 UTC,583,20
2021-06-09 17:00:34 UTC,584,20
2021-06-09 17:00:57 UTC,585,20
2021-06-09 17:01:19 UTC,586,20
2021-06-09 17:01:41 UTC,587,20
2021-06-09 17:02:04 UTC,588,20
2021-06-09 17:02:26 UTC,589,20
2021-06-09 17:03:14 UTC,590,20
2021-06-09 17:03:36 UTC,591,20
2021-06-09 17:06:48 UTC,592,20
2021-06-09 17:07:11 UTC,593,20
2021-06-09 17:07:34 UTC,594,20
2021-06-09 17:07:56 UTC,595,20
2021-06-09 17:08:18 UTC,596,20
2021-06-09 17:08:41 UTC,597,20
2021-06-09 17:09:03 UTC,598,20
2021-06-09 17:09:25 UTC,599,20
2021-06-09 17:09:48 UTC,600,20
2021-06-09 17:10:10 UTC,601,20
2021-06-09 17:10:32 UTC,602,20
2021-06-09 17:10:54 UTC,603,20
2021-06-09 17:11:17 UTC,604,20
2021-06-09 17:12:14 UTC,605,20
2021-06-09 17:12:36 UTC,606,20
2021-06-09 17:12:59 UTC,607,20
2021-06-09 17:13:21 UTC,608,20
2021-06-09 17:13:43 UTC,609,20
2021-06-09 17:14:37 UTC,610,20
2021-06-09 17:14:59 UTC,611,20
2021-06-09 17:15:22 UTC,612,20
2021-06-09 17:15:44 UTC,613,20
2021-06-09 17:16:07 UTC,614,20
2021-06-09 17:16:29 UTC,615,20
2021-06-09 17:16:52 UTC,616,20
2021-06-09 17:20:07 UTC,617,20
2021-06-09 17:20:30 UTC,618,20
2021-06-09 17:20:52 UTC,619,20
2021-06-09 17:21:14 UTC,620,20
2021-06-09 17:21:37 UTC,621,20
2021-06-09 17:21:59 UTC,622,20
2021-06-09 17:22:21 UTC,623,20
2021-06-09 17:22:44 UTC,624,20
2021-06-09 17:23:06 UTC,625,20
2021-06-09 17:23:28 UTC,626,20
2021-06-09 17:23:50 UTC,627,20
2021-06-09 17:24:30 UTC,628,20
2021-06-09 17:24:52 UTC,629,20
2021-06-09 17:25:14 UTC,630,20
2021-06-09 17:25:36 UTC,631,20
2021-06-09 17:25:59 UTC,632,20
2021-06-09 17:26:44 UTC,633,20
2021-06-09 17:27:06 UTC,634,20
2021-06-09 17:27:28 UTC,635,20
2021-06-09 17:27:51 UTC,636,20
2021-06-09 17:28:13 UTC,637,20
2021-06-09 17:28:36 UTC,638,20
2021-06-09 17:28:58 UTC,639,20
2021-06-09 17:29:21 UTC,640,20
2021-06-09 17:29:43 UTC,641,20
2021-06-09 17:30:05 UTC,642,20
2021-06-09 17:30:27 UTC,643,20
2021-06-09 17:31:08 UTC,644,20
2021-06-09 17:31:30 UTC,645,20
2021-06-09 17:31:53 UTC,646,20
2021-06-09 17:38:02 UTC,647,20
2021-06-09 17:38:24 UTC,648,20
2021-06-09 17:38:47 UTC,649,20
created_at,entry_id,field1
2021-06-09 16:17:56 UTC,550,20
2021-06-09 16:18:19 UTC,551,20
2021-06-09 16:18:41 UTC,552,20
2021-06-09 16:29:34 UTC,553,20
2021-06-09 16:29:56 UTC,554,20
2021-06-09 16:30:18 UTC,555,20
2021-06-09 16:30:40 UTC,556,20
2021-06-09 16:31:03 UTC,557,20
2021-06-09 16:32:25 UTC,558,20
2021-06-09 16:32:48 UTC,559,20
2021-06-09 16:33:38 UTC,560,20
2021-06-09 16:34:00 UTC,561,20
2021-06-09 16:34:22 UTC,562,20
2021-06-09 16:34:44 UTC,563,20
2021-06-09 16:35:24 UTC,564,20
2021-06-09 16:36:59 UTC,565,20
2021-06-09 16:38:48 UTC,566,20
2021-06-09 16:39:10 UTC,567,20
2021-06-09 16:40:40 UTC,568,20
2021-06-09 16:41:03 UTC,569,20
2021-06-09 16:46:11 UTC,570,20
2021-06-09 16:46:33 UTC,571,20
2021-06-09 16:51:47 UTC,572,20
2021-06-09 16:56:23 UTC,573,20
2021-06-09 16:56:45 UTC,574,20
2021-06-09 16:57:08 UTC,575,20
2021-06-09 16:57:30 UTC,576,20
2021-06-09 16:57:52 UTC,577,20
2021-06-09 16:58:14 UTC,578,20
2021-06-09 16:58:37 UTC,579,20
2021-06-09 16:59:00 UTC,580,20
2021-06-09 16:59:27 UTC,581,20
2021-06-09 16:59:50 UTC,582,20
2021-06-09 17:00:12 UTC,583,20
2021-06-09 17:00:34 UTC,584,20
2021-06-09 17:00:57 UTC,585,20
2021-06-09 17:01:19 UTC,586,20
2021-06-09 17:01:41 UTC,587,20
2021-06-09 17:02:04 UTC,588,20
2021-06-09 17:02:26 UTC,589,20
2021-06-09 17:03:14 UTC,590,20
2021-06-09 17:03:36 UTC,591,20
2021-06-09 17:06:48 UTC,592,20
2021-06-09 17:07:11 UTC,593,20
2021-06-09 17:07:34 UTC,594,20
2021-06-09 17:07:56 UTC,595,20
2021-06-09 17:08:18 UTC,596,20
2021-06-09 17:08:41 UTC,597,20
2021-06-09 17:09:03 UTC,598,20
2021-06-09 17:09:25 UTC,599,20
2021-06-09 17:09:48 UTC,600,20
2021-06-09 17:10:10 UTC,601,20
2021-06-09 17:10:32 UTC,602,20
2021-06-09 17:10:54 UTC,603,20
2021-06-09 17:11:17 UTC,604,20
2021-06-09 17:12:14 UTC,605,20
2021-06-09 17:12:36 UTC,606,20
2021-06-09 17:12:59 UTC,607,20
2021-06-09 17:13:21 UTC,608,20
2021-06-09 17:13:43 UTC,609,20
2021-06-09 17:14:37 UTC,610,20
2021-06-09 17:14:59 UTC,611,20
2021-06-09 17:15:22 UTC,612,20
2021-06-09 17:15:44 UTC,613,20
2021-06-09 17:16:07 UTC,614,20
2021-06-09 17:16:29 UTC,615,20
2021-06-09 17:16:52 UTC,616,20
2021-06-09 17:20:07 UTC,617,20
2021-06-09 17:20:30 UTC,618,20
2021-06-09 17:20:52 UTC,619,20
2021-06-09 17:21:14 UTC,620,20
2021-06-09 17:21:37 UTC,621,20
2021-06-09 17:21:59 UTC,622,20
2021-06-09 17:22:21 UTC,623,20
2021-06-09 17:22:44 UTC,624,20
2021-06-09 17:23:06 UTC,625,20
2021-06-09 17:23:28 UTC,626,20
2021-06-09 17:23:50 UTC,627,20
2021-06-09 17:24:30 UTC,628,20
2021-06-09 17:24:52 UTC,629,20
2021-06-09 17:25:14 UTC,630,20
2021-06-09 17:25:36 UTC,631,20
2021-06-09 17:25:59 UTC,632,20
2021-06-09 17:26:44 UTC,633,20
2021-06-09 17:27:06 UTC,634,20
2021-06-09 17:27:28 UTC,635,20
2021-06-09 17:27:51 UTC,636,20
2021-06-09 17:28:13 UTC,637,20
2021-06-09 17:28:36 UTC,638,20
2021-06-09 17:28:58 UTC,639,20
2021-06-09 17:29:21 UTC,640,20
2021-06-09 17:29:43 UTC,641,20
2021-06-09 17:30:05 UTC,642,20
2021-06-09 17:30:27 UTC,643,20
2021-06-09 17:31:08 UTC,644,20
2021-06-09 17:31:30 UTC,645,20
2021-06-09 17:31:53 UTC,646,20
2021-06-09 17:38:02 UTC,647,20
2021-06-09 17:38:24 UTC,648,20
2021-06-09 17:38:47 UTC,649,20
created_at,entry_id,field1
2021-06-09 16:17:56 UTC,550,20
2021-06-09 16:18:19 UTC,551,20
2021-06-09 16:18:41 UTC,552,20
2021-06-09 16:29:34 UTC,553,20
2021-06-09 16:29:56 UTC,554,20
2021-06-09 16:30:18 UTC,555,20
2021-06-09 16:30:40 UTC,556,20
2021-06-09 16:31:03 UTC,557,20
2021-06-09 16:32:25 UTC,558,20
2021-06-09 16:32:48 UTC,559,20
2021-06-09 16:33:38 UTC,560,20
2021-06-09 16:34:00 UTC,561,20
2021-06-09 16:34:22 UTC,562,20
2021-06-09 16:34:44 UTC,563,20
2021-06-09 16:35:24 UTC,564,20
2021-06-09 16:36:59 UTC,565,20
2021-06-09 16:38:48 UTC,566,20
2021-06-09 16:39:10 UTC,567,20
2021-06-09 16:40:40 UTC,568,20
2021-06-09 16:41:03 UTC,569,20
2021-06-09 16:46:11 UTC,570,20
2021-06-09 16:46:33 UTC,571,20
2021-06-09 16:51:47 UTC,572,20
2021-06-09 16:56:23 UTC,573,20
2021-06-09 16:56:45 UTC,574,20
2021-06-09 16:57:08 UTC,575,20
2021-06-09 16:57:30 UTC,576,20
2021-06-09 16:57:52 UTC,577,20
2021-06-09 16:58:14 UTC,578,20
2021-06-09 16:58:37 UTC,579,20
2021-06-09 16:59:00 UTC,580,20
2021-06-09 16:59:27 UTC,581,20
2021-06-09 16:59:50 UTC,582,20
2021-06-09 17:00:12 UTC,583,20
2021-06-09 17:00:34 UTC,584,20
2021-06-09 17:00:57 UTC,585,20
2021-06-09 17:01:19 UTC,586,20
2021-06-09 17:01:41 UTC,587,20
2021-06-09 17:02:04 UTC,588,20
2021-06-09 17:02:26 UTC,589,20
2021-06-09 17:03:14 UTC,590,20
2021-06-09 17:03:36 UTC,591,20
2021-06-09 17:06:48 UTC,592,20
2021-06-09 17:07:11 UTC,593,20
2021-06-09 17:07:34 UTC,594,20
2021-06-09 17:07:56 UTC,595,20
2021-06-09 17:08:18 UTC,596,20
2021-06-09 17:08:41 UTC,597,20
2021-06-09 17:09:03 UTC,598,20
2021-06-09 17:09:25 UTC,599,20
2021-06-09 17:09:48 UTC,600,20
2021-06-09 17:10:10 UTC,601,20
2021-06-09 17:10:32 UTC,602,20
2021-06-09 17:10:54 UTC,603,20
2021-06-09 17:11:17 UTC,604,20
2021-06-09 17:12:14 UTC,605,20
2021-06-09 17:12:36 UTC,606,20
2021-06-09 17:12:59 UTC,607,20
2021-06-09 17:13:21 UTC,608,20
2021-06-09 17:13:43 UTC,609,20
2021-06-09 17:14:37 UTC,610,20
2021-06-09 17:14:59 UTC,611,20
